attendance_rate,task_completion_rate,avg_task_rating,days_since_last_task,communication_score,skill_match_score,week_number,performance_label
0.9620842882569227,0.947843747288791,4.8610439266909165,1,4.851841236873947,0.8211693592510371,7,2
0.4554158899547676,0.43204655836404304,3.1503059929730113,9,3.2695466324616005,0.36214265406320595,3,0
0.6851192956099348,0.5672802582324117,3.604359319714771,2,3.2833640688911183,0.7265225151065091,11,1
0.9038428482561688,0.9774301323231852,4.1800907433707115,0,4.935484513527496,0.7557199216015557,2,2
0.6834191538495458,0.6182611459505237,3.494370811045758,2,3.4835745857038676,0.4057123796362698,10,1
0.4224513172481147,0.4323800614191886,2.5723571169497097,11,2.8376776095097145,0.4017404651924243,9,0
0.49883619941779533,0.3850445586608412,2.3945504798230033,5,1.7919041926688166,0.4285896284993765,3,0
0.4526067531479687,0.45317824316068167,2.870649225959146,7,1.5233733083417758,0.185236051395691,6,0
0.44972407990982216,0.34692597182367996,3.2656364513025915,11,3.4370866319527797,0.18560354694499914,10,0
0.7617439524388924,0.7434200540112827,3.2007128429137923,1,3.5396617889031523,0.4302186143566383,2,1
0.47438988265378756,0.37839814976123853,2.739045366242017,8,1.0726784508598843,0.08344255892743546,12,0
0.5791379168685197,0.45368785771090236,1.1910421485951286,4,3.1021789485648066,0.019213174481162498,12,0
0.7347184577733635,0.7554892282726693,3.731872737286501,3,3.3608063113780027,0.6936105152856398,7,1
0.9391963440997408,0.8774008576359502,4.2256389806238195,2,4.823623610748974,0.8153833227936305,1,2
0.9944189846167626,0.9282189458082208,4.9795771171923535,2,4.392793775809343,0.9562665719022604,4,2
0.7490946869430838,0.5861477544079159,3.961414540423639,2,3.184301396950099,0.4153511331296945,9,1
0.9478260509126949,0.9625398645908263,4.2368437106820425,0,4.554337474340345,0.7598515944788825,8,2
0.7689503947063523,0.5718308278289854,3.112397027176013,3,3.2198619563689768,0.5734873501428066,5,1
0.5553154446133264,0.3723184257605502,3.1949358011126736,9,1.3531951231887644,0.10599124545111926,9,0
0.9651077508895478,0.8688229445198726,4.795494277698571,1,4.6773931298888725,0.8697344664522989,7,2
0.4529428282049562,0.4725705183336642,1.598904726667431,5,2.327336458292841,0.22389158228654582,6,0
0.4529855569925146,0.4330679876948266,3.1166528555957647,7,3.2177160606627933,0.38993777292881193,8,0
0.9203377462689151,0.8956738799123426,4.27828596504826,1,4.622753403239841,0.7668028237369254,4,2
0.5875085179540982,0.4467265061663649,1.496789203835431,11,1.035199556787711,0.09942120204440258,8,0
0.40747527272701684,0.3232008836619051,2.130497570708588,8,1.2213889605581034,0.05165447856200783,3,0
0.8277249530368818,0.7679127620840778,3.9413343927869016,4,3.81306279721412,0.4386995424769123,6,1
0.5053030376850831,0.3009936265731534,2.9024769000702344,9,3.081701173367608,0.005515807131232897,9,0
0.40860776185668846,0.3711763967790295,2.564649789285591,13,2.2525997097881483,0.26968872420003126,4,0
0.9548544259437158,0.9059683927633575,4.947522787992227,0,4.631643515082891,0.7163172245566933,11,2
0.4058239754191032,0.3489597488171306,2.156557391848291,8,2.81792267441577,0.3713532605999905,4,0
0.9064953696631375,0.989215275326468,4.860376094740669,2,4.417666995816995,0.7349075455493487,3,2
0.6852026015633726,0.7069683321730866,3.6455721814274282,1,3.3303914736656166,0.6297936995956637,8,1
0.7738611644568675,0.7914009831889732,3.975473028314022,3,3.5443448876343213,0.4911589088943303,10,1
0.7321239013058566,0.5765313803323631,3.7466032046442037,1,3.3596755612230678,0.6680213939496664,8,1
0.5060968074498029,0.3806021817569255,3.26588596273684,10,2.086129611220678,0.12684108693656937,2,0
0.9575990128248533,0.9472958435153224,4.347759392106674,2,4.747794349759372,0.9430775760098594,1,2
0.508606410999281,0.353196027795454,2.923732332979842,9,3.419985166260586,0.35547623941837414,4,0
0.9067049504640661,0.9797790021096716,4.923731466426041,0,4.666463047526836,0.9362161080256999,5,2
0.9078950669209032,0.9144936429669732,4.847854253949562,1,4.173343052975281,0.8457452286737894,4,2
0.7460489504274631,0.6972497730746849,3.1383715947205566,4,3.3967550564555293,0.5848624437198936,5,1
0.42862846046487674,0.3650528908463738,2.0335411232381535,8,2.475869226146932,0.25418027345814,6,0
0.5670610453995892,0.34910200785544543,2.360041447956879,8,2.887604821865696,0.23026974863707,8,0
0.7047677996618,0.636647032605733,3.8912000730636023,1,3.712137045880605,0.5390725086346202,3,1
0.45101022280912983,0.3922031761125,1.9317171677351233,13,3.3403869354019524,0.3480148983374865,8,0
0.9872845369675021,0.8970817114772541,4.721950231465335,0,4.440058046509399,0.9189135719492266,3,2
0.40497737462109235,0.30459643513935747,3.079242609189434,9,2.295196915597039,0.14936278679438653,5,0
0.6870874612686577,0.7467624389086686,3.3230997016663375,2,3.9709402496046184,0.469089874056824,6,1
0.48389079526094164,0.46866379472407693,1.8772875313801967,5,3.4216298599353374,0.34401500508751953,10,0
0.42416795491061543,0.46428547450667934,1.6086949210121682,5,2.1900453234219164,0.18794414257288466,4,0
0.5174614320300897,0.3192133084633301,1.2102670152874935,11,1.181907515910484,0.4109300296451781,10,0
0.44281021669073467,0.3476836656546566,3.1265401446028447,10,2.3627638206517494,0.490258411000553,2,0
0.8923112515497145,0.9873508348392475,4.654683043009607,2,4.882914816518722,0.8977136230396697,7,2
0.7622645908050718,0.739291155895395,3.2556662233318145,4,3.6067928958213367,0.7312932616176283,8,1
0.6985913032941771,0.6449520780326999,3.164620513236505,4,3.1986445768974057,0.49627424076233584,2,1
0.6513266297572662,0.6670094810178299,3.234754421724971,3,3.018275069723506,0.7526127875054944,11,1
0.5506423396164295,0.4097427395174199,2.586456043875759,10,2.606686644181059,0.09792040629345944,8,0
0.9098659905964632,0.9740222460694629,4.738112351858328,1,4.057647582199025,0.802734393650414,12,2
0.8860590256854687,0.899734704860079,4.869527181457942,1,4.071158285173433,0.7207022777838449,3,2
0.9548462780752862,0.9637752821374586,4.113165432989907,2,4.620473785051971,0.9226759561597262,7,2
0.4472557117916497,0.41725754745476573,2.7669430422136143,9,1.4190480407207942,0.018335713466771486,5,0
0.6602185731937018,0.5564048951373421,3.3579611945327645,1,3.663310709504002,0.7272488825318486,12,1
0.9795298890386533,0.8862965695475568,4.9645642779618795,2,4.498236000499273,0.8220022209995749,11,2
0.6575641734946932,0.6294565488462919,3.9556494672664892,4,3.969615938904338,0.68653634240336,4,1
0.5120843605023803,0.37452636856894916,2.0936873050593228,5,1.870638667558251,0.2569947445799054,8,0
0.41899712856075405,0.3101622063820001,3.396353742207996,6,1.228216691965334,0.15965681879520743,4,0
0.693773461483319,0.6338807318177038,3.369354130089432,4,3.3547972896563887,0.5559933771344918,11,1
0.7873836108494371,0.7740745865571683,3.714899534091314,2,3.283284403492577,0.5561220061074676,9,1
0.8760906195883393,0.8640785927235034,4.918664137492933,2,4.829286799316756,0.9636936700846802,1,2
0.7381478900564292,0.6212873902365467,3.914842149851655,2,3.4631994363089205,0.5898630026570824,12,1
0.5400642427513762,0.44603396290981656,1.6091417901596665,8,1.2323228609484749,0.12852363321603993,8,0
0.9979244377126945,0.9652008152969814,4.490925348327096,1,4.427486454090268,0.7990854002506252,1,2
0.8962028227588698,0.8541778361231611,4.668237793443426,0,4.672847133488545,0.91727635824974,6,2
0.9954866051377387,0.9159610729761862,4.350531633496391,2,4.326253918041147,0.7898150121116044,8,2
0.6947796815694182,0.7569614821025246,3.873678034560749,1,3.3851061229899204,0.5629747586808678,5,1
0.4562985428866381,0.3443854726994829,1.1052329740909048,4,3.2758477551438356,0.02255033861016159,1,0
0.8063706791449176,0.6181590766554564,3.6522811128184465,3,3.8685528307858377,0.467844746201528,6,1
0.9914695871230408,0.9454561422300062,4.392060620157808,0,4.82591770731603,0.8389344141512534,11,2
0.8367599071153932,0.7364054499091791,3.7176761577934996,1,3.4051485536784067,0.49321566851971793,5,1
0.771347800862877,0.5909606724277017,3.920628136710776,4,3.2093060758342085,0.42828370361224777,12,1
0.7937257067178932,0.6875058043049331,3.225789552150629,2,3.944208838346108,0.7882492775261879,5,1
0.5839150154335664,0.3167975624394728,2.9795445986740825,4,1.3350380711266019,0.014391338156669486,5,0
0.9566135181532981,0.9895910207269806,4.547581201552075,0,4.447673425410418,0.7402824552706826,2,2
0.5864253738252104,0.420044570133167,1.6495089526603994,11,3.0466985512496043,0.06422435904659568,3,0
0.7877095252420934,0.6965525637889696,3.6799717100893763,1,3.7433528955700126,0.6820988185576456,3,1
0.9864331219027154,0.9900356625186473,4.821213192686428,0,4.858023271007229,0.999288489220647,3,2
0.5060280417783037,0.4542329212044849,2.854280153782325,6,3.4795248783734087,0.04958904979360795,10,0
0.6592656005744967,0.7946813498859746,3.438044075905384,1,3.527050156492564,0.627188173201887,10,1
0.8601895076001655,0.8949700791347853,4.681812867474138,2,4.8792551148463845,0.902674027585078,11,2
0.7617377911450349,0.6416625283145466,3.6269684345287168,3,3.429673363355148,0.6924453732024248,3,1
0.49442306175210776,0.4885100228164294,3.1285623943627394,13,2.2528824979550244,0.19858938871460552,6,0
0.5813854057063284,0.42439168547195616,1.9501862723430132,7,3.3360900670137856,0.1758113436198172,2,0
0.9751333695659496,0.8585468090496052,4.4767465474264965,0,4.190725987590895,0.8041187105498184,2,2
0.9602469962539002,0.9559369243832894,4.660420586854817,1,4.794480817853506,0.7834387466459837,8,2
0.8680784099782258,0.9166548023862271,4.347993145297535,0,4.787549085858779,0.7753004149786901,4,2
0.6941567687807385,0.7343332796056116,3.9929434657829073,1,3.4091825874584885,0.5284579150278096,11,1
0.6760005816514079,0.5702186334917816,3.893404729087987,3,3.5023718199720957,0.5278747576671209,6,1
0.8793039377098415,0.9533143811217049,4.907969209858753,2,4.820696160766779,0.8432051194367204,8,2
0.7016161963590946,0.5800893396253984,3.2954220363137647,2,3.9902851705849414,0.6384232459366133,1,1
0.4908644643791337,0.39616043542088264,1.5813783959134502,7,2.0987792215822756,0.052832342130871957,6,0
0.7677206926371465,0.7424122000873259,3.83629131310246,1,3.882823162678494,0.5844663315422796,6,1
0.9433424572298484,0.8896952540388036,4.695772050314481,2,4.821647932961771,0.838456878276582,7,2
0.5170117212340837,0.47933940486654386,3.3606289928129183,14,3.002373236705999,0.33858417119149087,3,0
0.4938564825548639,0.4433807054534221,1.2572900768603625,7,2.142500548204196,0.30197893603625625,8,0
0.5100888308752651,0.42589804301158085,1.2381537698865657,4,1.9777038416294017,0.48470616116764376,2,0
0.5201381078127801,0.42037064504457,2.339436710186896,4,1.3767938599135736,0.25409938837035934,3,0
0.5828127842101629,0.3712254101095038,1.714280215704652,11,2.320925303243023,0.218167915803278,10,0
0.4833100833734365,0.4276849657060879,1.8203816686868297,13,2.3566115867689414,0.1432706260641422,10,0
0.44406994826203533,0.3742721392220478,2.4861908379654327,12,3.469463800537218,0.06821987627836656,5,0
0.7177485519306557,0.8144005043047049,3.040288945734542,3,3.3125980249083002,0.5601662268740103,7,1
0.5401265882972113,0.36711776761539217,1.7413389532191381,14,3.4268748941766756,0.4711576948365964,3,0
0.793092580964138,0.760961193472975,3.8696164577322616,1,3.1842486515726742,0.4222309311452543,7,1
0.7589520468175756,0.5785200272611618,3.4492745469566497,3,3.1747812848749337,0.7411500233660608,9,1
0.6822542482646371,0.5777358018468777,3.419136174442055,1,3.4856342984133404,0.7559923121590661,5,1
0.44857254958376175,0.35739149534861103,2.8298951689640863,7,2.059345634121907,0.33377494964573523,2,0
0.8016196266916525,0.7641783554851194,3.063794556253598,3,3.2422571575847674,0.4793603178765719,6,1
0.5637775125968117,0.38743083025280356,2.873209281739441,11,2.967425337294166,0.05596796351076516,11,0
0.9995672906025097,0.8775178601725344,4.634727676480812,0,4.465336933939486,0.7041047244282043,9,2
0.5251688396750362,0.43153254725839196,3.1229891289132983,12,3.2584095315900625,0.3233324595585817,11,0
0.6552194068774672,0.6670515096282702,3.993578172819219,3,3.5797714417624795,0.6106847340436613,5,1
0.9111953047565919,0.8838071902010148,4.276249775720843,1,4.896075111794573,0.9541583317100746,11,2
0.6966363478823968,0.7580928009680754,3.776821367240281,3,3.0048684076555032,0.5609445168678682,12,1
0.9961387998656145,0.9173220468619909,4.2431225033662345,2,4.714326635734998,0.8385148431439358,1,2
0.4826842758585178,0.4780971259010143,2.7650475191600616,13,1.2015037843928116,0.3639696534868826,2,0
0.7638783477580114,0.7613103224286147,3.3153637432661176,2,3.490408519185513,0.4661065958277629,4,1
0.5041146578171366,0.3804594790385425,2.4213007093748957,6,3.4762628550016834,0.20630883845571324,2,0
0.7524463051075903,0.62397709552139,3.7678763636337114,3,3.4391306608048504,0.4155797095815768,3,1
0.8766192733712755,0.9970852340591085,4.29322629871702,0,4.895697963199372,0.935050024253577,8,2
0.7355536719279899,0.704021753937883,3.7457176662047873,2,3.6254334501665935,0.7152246023743485,7,1
0.8714334186204135,0.9886430606191992,4.393241114693436,2,4.5934613827047235,0.7048730329628361,6,2
0.7800789769103436,0.8117845980291533,3.8372630071385085,1,3.342730925427907,0.452484744170602,12,1
0.729485703423814,0.6788747293508134,3.303282939404527,4,3.3169041377206248,0.504049874279194,12,1
0.7203046595871351,0.7096368153598527,3.790014841559882,2,3.5845431132594583,0.7780355067908298,10,1
0.589303524149177,0.3699788107963012,2.1215265773863563,7,2.9509994403681863,0.10860454884560528,10,0
0.6597185390678756,0.6653600978694385,3.5117074471147007,3,3.8835647283701906,0.5055417979305027,10,1
0.5067786410186933,0.3657248850253219,1.7879738027433976,14,1.8683583156471066,0.44991667284363623,2,0
0.5727841364815953,0.4482404820517194,1.0175730095340478,12,1.3972704191733838,0.30511257473882064,12,0
0.8641535512290636,0.9513130311320633,4.140368211221212,2,4.1314891198979815,0.7824194576558559,1,2
0.8707771253890952,0.86133754207811,4.956280898761009,2,4.4303747496907935,0.9087392432966335,3,2
0.5042951761789056,0.3383287878427448,2.711428869699583,7,1.6366016369094096,0.34075136111196463,1,0
0.6787679843478561,0.7815515164648452,3.7072283283354235,4,3.8093695444369455,0.5479205227737424,5,1
0.9846079835651353,0.8626451971917025,4.826470386912069,2,4.258711642155441,0.8303209957019829,9,2
0.9753306537909813,0.9932590767227484,4.839078454295204,0,4.636401370183407,0.7153406144326302,7,2
0.43330755904795537,0.43110092925592647,1.5023342216476412,13,1.241691124116799,0.22518546812909257,12,0
0.4580496190250245,0.37542648824411384,2.118006351262089,7,3.1833416543096194,0.0808821056760548,6,0
0.7684686470830894,0.5683008470435085,3.3246091685101615,4,3.9724613900279024,0.6020240682366782,5,1
0.7205938371507761,0.7281760021550839,3.5236634160546108,2,3.755133617445196,0.6287833281306285,4,1
0.9175875253098802,0.9810584380273337,4.6741588364162645,1,4.427601333703337,0.8327636544444237,12,2
0.6702040864961631,0.5831005910997934,3.941048260038377,1,3.115146178395201,0.7444767045562273,3,1
0.9307637165074629,0.9946026110676554,4.44578604168722,2,4.20886407070574,0.9776911990076007,11,2
0.9194791180015321,0.9861757770825301,4.556353682064846,2,4.557927445150701,0.8754004270497474,2,2
0.6991550800089705,0.6506857285930415,3.7941823453171835,1,3.810683570337592,0.7698641255876784,7,1
0.40482340757546553,0.3296689934995762,2.789930572118494,11,1.0677399812587087,0.11098608096647472,8,0
0.9930743473620685,0.9400976599822534,4.769234524558904,0,4.268958945826471,0.8220915728902791,6,2
0.876943500067927,0.9128421685281213,4.776060243027576,0,4.4042397296442095,0.7963243291261151,9,2
0.664939075088054,0.6459652820762566,3.248287479630846,4,3.220699074785335,0.607990261358909,11,1
0.6602277997326073,0.6050638454378168,3.038957846348464,1,3.0811642244637145,0.5763589668503801,1,1
0.666609193495506,0.8215830660799655,3.825534841520416,4,3.2171032294698905,0.6113905571698881,7,1
0.801504928002478,0.6973051206528584,3.7503307758199558,4,3.420736562568617,0.5957587080014183,8,1
0.7268977621276351,0.5754184524964495,3.0658117606905764,4,3.5827144493446816,0.7168647902072269,10,1
0.41993673389945324,0.3459885530138802,3.466656483167866,9,2.5453893357952975,0.351232485272052,10,0
0.4249978601741794,0.4360067432895968,3.2725813016641023,10,2.5813513330657654,0.18642431859446723,2,0
0.8687765470270612,0.9759007738534003,4.103437930392724,0,4.940448505736173,0.724814638457306,12,2
0.43153143010619915,0.4675662740778823,2.068724219801538,10,1.324566122379294,0.34343049883751453,3,0
0.44340640085294675,0.48930344405078097,3.436982905366958,6,1.2038162238810668,0.2016306805619159,6,0
0.8951636974567762,0.9766318487929214,4.535618515258464,0,4.308468281489484,0.8719126601857047,8,2
0.4531550663620997,0.37812927696571536,2.5069547050582464,6,3.0563431073079226,0.474899956645962,5,0
0.4981608193414927,0.3495575432177777,3.4906342493948106,8,3.251045142908326,0.31655072863663397,9,0
0.9399627218071305,0.8956045408672,4.386294002213124,2,4.022425889162055,0.8081280481424458,3,2
0.7553990426236473,0.572259837947734,3.004187443627958,1,3.055415888442244,0.5291471307740184,9,1
0.9278353193112016,0.8953629266917804,4.6070675280354685,1,4.137148488152743,0.8742097253662855,8,2
0.712553816914865,0.5652196959289211,3.4502362866726175,2,3.7096713435045245,0.7836475174515692,3,1
0.8645420824466061,0.9488076458090533,4.579062688356309,2,4.172523876946362,0.8703922891948241,6,2
0.5661933178099978,0.40049805546517026,3.3476692462822406,6,1.1750742643686776,0.004742716814249037,1,0
0.6532134319851054,0.8137736839402874,3.269630008767183,2,3.007042914624142,0.7141434579525754,4,1
0.8802142684987134,0.9675981038034033,4.477450650500274,2,4.292383110412193,0.8331758363519133,9,2
0.7325608830278542,0.8021647648263441,3.1806575413113034,3,3.5425733269659556,0.6548988403173238,2,1
0.5429511605931592,0.4504000183079112,2.9740453569863847,8,2.2360507617564536,0.028779380008322142,10,0
0.5398218765072405,0.46114433813870787,1.3069422241567712,6,2.45760390242423,0.21071227529624897,2,0
0.6742842504284727,0.7188488601527501,3.299874268444065,3,3.4745335626224407,0.7182621352745862,5,1
0.8144585318180052,0.7173926611725956,3.674037867424957,2,3.5978080134015142,0.6592482899152301,6,1
0.7240809517953053,0.6892137394199248,3.1380154870200516,4,3.176896950823984,0.785061101846023,8,1
0.49598928697956124,0.48375405689924234,2.044402448187749,10,1.3060847458973526,0.3625927740136954,2,0
0.77406043504619,0.5946366578370424,3.977031676545176,4,3.5831302190995835,0.6847864699253272,8,1
0.5555543408526542,0.4146116879405407,1.843067831888551,10,2.9315568186234566,0.1324477236183667,5,0
0.6634971100666348,0.7873092671258378,3.335682400642842,3,3.104660440346481,0.5649479820592076,1,1
0.7128065904381953,0.7659736510704709,3.412403060467866,1,3.7350251861898234,0.6379420895941316,1,1
0.5220873879116864,0.3800371301258737,2.5904434117705817,14,2.7147781776246593,0.49556321591065183,12,0
0.7403403858942194,0.7962384257880161,3.383397141058259,1,3.8205521392557187,0.6638914075797406,1,1
0.7679058009344572,0.7351215188879119,3.6993847409873672,2,3.6374024812092216,0.712712100951451,11,1
0.4777010594387113,0.3329259208134607,1.3910926066777152,5,1.599468397893508,0.046936645040645875,9,0
0.8092959312375161,0.7575300079218179,3.6869414350035106,2,3.205881988178321,0.537467608307907,11,1
0.5783250147129925,0.3001479655097927,3.4805288982280436,4,1.7606056073988443,0.2623782158161189,12,0
0.8851098414404938,0.9557708718355845,4.509654792560291,2,4.452911070267611,0.9846233185449134,2,2
0.9993612522667834,0.9783544140756308,4.56930112013923,0,4.252307249839406,0.7660675904131945,12,2
0.6504414471650668,0.8353399726412967,3.9061375361274795,2,3.5645940812903216,0.49840587026286065,3,1
0.9168416522388555,0.8520547825613372,4.172200021810142,0,4.232018180308811,0.7043144338216255,8,2
0.4051632530572604,0.4835862480342916,1.3186348985571725,12,1.7305455761547444,0.4553850808219576,10,0
0.7381238666881315,0.6004534458613231,3.337477045712972,4,3.115605610611512,0.5515660687867701,3,1
0.9546436803273567,0.9559944804818065,4.649006675371537,0,4.525756219559135,0.7748573100514745,2,2
0.9682973838610842,0.8685101222808395,4.663690116490575,1,4.5511599619163725,0.8314535839745033,6,2
0.43342579800869563,0.30343431908694896,2.2347342879585863,7,1.9161719614571497,0.37208526152828114,3,0
0.5616764052658274,0.47777064890198,2.963351627784859,11,2.516072649148975,0.004598525808314824,9,0
0.4602671861854257,0.4650911188527085,1.9391806297043161,9,2.622686646985983,0.16419061394254053,1,0
0.7552956536909103,0.7204916742194962,3.93454024562186,2,3.572772509737109,0.49295151214491884,3,1
0.48403676485237296,0.35927087819407477,1.8018568510953186,9,1.5748865147277153,0.10655235201254165,1,0
0.5002059282033084,0.4366771882501401,3.2256451325445052,8,3.4336434749404328,0.16842025093055163,9,0
0.404381860757869,0.3997071854490939,1.9996524292881386,6,1.9561549781679068,0.4916154429033941,9,0
0.51880788544065,0.4488503179289068,2.530644964702895,10,2.6520502957481265,0.2765007262959792,6,0
0.9251077347620902,0.981125602323554,4.283092827622482,2,4.285508780118511,0.859473219032498,3,2
0.7971397039751976,0.661810533676381,3.506685790854003,4,3.4377168249335415,0.5079341114610104,5,1
0.47292826086727835,0.4086557315331654,2.4694234021554955,12,2.413874912303601,0.4898233575169417,3,0
0.5770827250288175,0.3609220165103077,2.484707743894747,9,1.8415106954848015,0.06720733846948712,7,0
0.9409617759188504,0.8720444064382314,4.830011392940124,2,4.163881023780482,0.8928456744400523,1,2
0.44358500168394044,0.35052820574320537,1.9008627380131706,7,3.4655268611990073,0.34908085700987257,1,0
0.4521990414349227,0.33937325331153073,3.1955516686979806,11,2.5453206011447396,0.17908135901642025,8,0
0.49234294556573255,0.4748564644316875,2.3019203545855316,5,1.3202393659155,0.1691337529972492,8,0
0.4107113443636762,0.4642972514884601,3.032252522825194,8,3.4915920926847637,0.2777158528013137,5,0
0.755278863275207,0.600604561055407,3.3787033555811594,4,3.15915908399383,0.5381201367362031,8,1
0.7294753111077623,0.6397297105124289,3.9367245558534902,2,3.0684407092426262,0.7499849541454187,6,1
0.7253522091334026,0.5862123223027176,3.5254451263621798,4,3.5727702766869456,0.7196033173005605,1,1
0.9169949084775879,0.8599014766210362,4.413938480572531,2,4.632089829506242,0.8731121993385732,2,2
0.5437827860808406,0.3986833133057481,1.5122031853767814,8,2.6490734159868556,0.08080990564293572,11,0
0.8696199148813545,0.905436129914016,4.517814667765302,2,4.656729484721608,0.9126296965687463,11,2
0.6988589467107282,0.7586225651166979,3.0281215062779236,1,3.299556319614897,0.5785200886948232,1,1
0.7290705798171699,0.5982961689142083,3.9861767972836946,3,3.0543480983486573,0.40722718110179,6,1
0.47322913548258405,0.3030335879218407,1.5772345640553724,10,2.524991644456552,0.41659745586808217,3,0
0.6836541573976683,0.5514904919998125,3.4454095211057867,4,3.3288226178486093,0.6583023581049808,11,1
0.9369033680072145,0.8967976030489627,4.534250378211825,1,4.0160618649810065,0.9346513789273738,3,2
0.44486214129230683,0.4443915276981413,2.328164384933835,5,2.8686773453343912,0.01834160144529895,8,0
0.400063176162893,0.3033606838265189,2.5063829096071624,10,1.3800621328216203,0.03067481355533408,3,0
0.9960145767261471,0.8997020510654576,4.533836952300874,1,4.6107800710757685,0.7842049646547923,8,2
0.8145842453508574,0.6788133448972362,3.1370528028281557,3,3.293916760504934,0.5740672803947588,8,1
0.7430593149177658,0.70331041515689,3.334442527118104,1,3.7280122577961974,0.7171275855155141,8,1
0.997761842849465,0.8932608156728118,4.965021936866834,0,4.385511904736922,0.8021161312763516,4,2
0.9840520552338923,0.9843534916399925,4.367558483853194,2,4.111137147332013,0.8944315103602369,4,2
0.9972152589379274,0.9216817672033364,4.579031778034079,0,4.76190181260487,0.9500949885812757,3,2
0.9435934078261408,0.9392204822016684,4.434980352642697,2,4.838491833843025,0.9415270955486987,3,2
0.4264616938060436,0.45086478596135626,2.5501818898212836,7,2.8536522778476137,0.28657542462869434,6,0
0.6536418986297458,0.6752769177243978,3.033011935900327,1,3.579792843832955,0.4649363833493109,7,1
0.5698962661861824,0.3364547916965611,1.8084289052888018,14,1.85890118693926,0.3085778916978234,1,0
0.9527477525718251,0.9020443989601837,4.451679637096674,1,4.908228488700323,0.9276145963491762,3,2
0.5114827214761312,0.4833985083801862,2.5175856192167116,12,1.740683764260206,0.08263346953150125,9,0
0.4470325915646413,0.4060984077908076,1.5638503561093386,9,2.454928504785997,0.13449670221754884,8,0
0.9442355029625614,0.9905663417379516,4.3806219232601915,1,4.1612188119751226,0.896922881050197,2,2
0.5842837355847745,0.46000259539578464,3.0958217617778447,5,1.0920546690899784,0.0669260594003166,5,0
